id_municipio,populacao_residente,area_unidade_territorial
3204401,11069,204
2404853,7292,204
3149606,4155,204
3551603,29894,204
3115706,6171,204
4308706,5665,204
3202603,12326,204
3515905,2733,204
4305801,10385,204
3150901,6041,204
2109304,10549,460
2906105,10225,460
1101559,4256,460
2507002,23940,460
2907558,8841,716
4107603,16389,716
4215679,8066,716
3112703,14108,972
4319158,7056,1228
3118403,20824,1484
2913200,26309,1740
2308708,61443,2764
2930204,38154,11980
1300805,33080,44236
2800670,24636,205
2210938,6220,205
4117222,8322,205
4119004,6221,205
2611200,10500,205
5205208,5184,205
4106100,3461,205
3138005,5963,205
4118006,13245,205
5214507,31932,205
3505104,5640,205
1507961,10400,205
3117900,11083,205
4310652,2638,205
3120003,2875,205
3203007,28590,461
3126505,7366,461
3101904,18300,461
4215901,2946,461
3504008,101409,461
2112902,30805,717
3126752,5034,717
3204104,23915,973
2312007,30628,973
3201902,35416,1229
3150570,7084,1229
2402006,61146,1229
1503309,64831,1997
4322202,20005,2253
1600808,11291,2509
4301305,17558,2509
3552502,307429,206
5221007,4026,206
3514304,8096,206
5209291,2188,206
3163102,4536,206
2933109,8101,206
3172103,4443,206
4206652,8425,206
3541653,3405,206
4217303,10265,206
3518107,6427,462
1506500,73019,718
3204500,13106,718
3502705,24585,974
3537404,24095,974
2300309,44962,2254
5204300,13774,2254
3108552,15020,2510
5106299,11671,4814
3546603,34794,207
2903276,15203,207
4200200,10990,207
3167707,5137,207
4111001,5908,207
4201901,6780,207
5212253,1390,463
3301306,46110,463
2513703,149910,719
2613008,49449,719
2928505,10441,719
2607000,25603,1231
2112100,26484,1487
2200301,13479,1743
1718840,3723,3535
2904753,19589,4047
2702108,15816,208
4116950,5597,208
4312203,4191,208
4315800,10418,208
4115507,4699,208
4204152,2805,208
2510659,1720,208
3107604,4474,208
3525201,37535,208
1507102,16666,464
2515203,3279,464
4305702,6406,464
3524402,240275,464
2111532,13444,720
4128203,55033,720
3127305,6222,720
3304151,22393,720
3116506,7166,720
2104305,10186,720
4125100,13726,720
5201306,18503,976
4316709,8122,976
1301100,30792,6096
1200500,41343,23760
1715507,1164,209
3155405,8518,209
1705557,4756,209
2509206,14139,209
5214705,2337,209
5215405,4057,209
3166907,7621,209
3555802,8833,209
2604205,32156,209
3131802,10362,209
2703502,5352,209
3127503,5230,209
2307254,25555,209
2805307,7913,209
4205209,4885,209
2512903,24581,465
2922656,18523,465
2906873,33235,465
3112000,14001,721
4124103,44369,721
2103406,41658,977
2908804,4333,977
2107001,9106,1489
1508084,39550,2513
1718899,2219,3281
1100049,86887,3793
2103174,16267,8401
1716208,10542,11217
2507507,833932,210
3520905,13712,210
3547403,2733,210
3555356,5365,210
2304509,15657,210
3540259,4127,210
3528403,50027,210
3536109,7153,210
3205200,467722,210
3512308,15232,466
3131406,3775,466
3521309,14454,466
3542602,59947,722
4113502,23225,722
2204709,14958,978
2107308,4320,978
2902005,13936,1490
1504000,29569,1490
4119301,29886,2002
4314605,17504,3538
2611101,386791,4562
1304104,19599,84946
4203204,103074,211
2506905,23182,211
2513307,5865,211
2611533,6554,211
4113007,6690,211
2407807,23031,211
3500204,4351,211
3167905,4014,211
2202091,5503,467
3301702,808161,467
4107504,12454,467
3142007,13651,723
2108058,17056,979
2209153,3435,979
4128104,117095,1235
4102901,15533,1235
5107883,1800,1491
2600203,18674,1491
5004700,27821,2003
2208106,11341,4563
4312906,9649,212
4202800,33773,212
4109203,4748,212
3202306,29358,468
3508702,17101,468
4309209,265074,468
4317806,13902,468
5212600,2561,468
2700102,19008,468
1712157,1626,468
2903953,9730,468
2933059,13800,468
3520103,26212,468
5108402,300078,724
3157708,15734,724
2924801,17566,980
3523503,19070,980
2111573,5783,980
3137536,8969,1236
2922102,17305,1492
3111903,5272,213
4310702,3208,213
2209971,8186,213
5205406,22046,213
3116001,6075,213
2413706,4654,213
3167004,1990,213
4120309,3562,213
3137809,20414,213
2503407,3291,213
2605806,13636,213
3121308,4928,213
3529807,11230,213
2503100,5335,469
1504059,34353,469
2412807,7711,469
3102605,40553,469
4312708,13719,469
4101804,151666,469
3144375,3520,469
2502151,6377,469
4118808,13346,469
2402600,79115,725
4102000,36808,981
3509908,12289,1237
1100346,13117,3029
5102637,45899,9429
4211801,7032,214
3163003,3806,214
4213203,34289,214
3166709,6944,214
2514701,4138,214
2614857,23561,214
2509404,13899,214
2903102,5775,214
3521606,7085,214
2402105,10215,214
2600609,13542,214
2306207,7536,214
2414506,10078,214
5208806,71916,214
3126901,8226,470
3205176,13728,470
4101309,7018,470
2914901,27704,726
2109270,17511,726
2103554,14915,726
4109302,13735,1238
2207504,13264,1494
3152204,37438,1750
2915353,12311,4310
2304269,8932,471
3152105,57776,471
2202539,5630,471
4116703,13765,471
3100302,13927,471
3539301,73545,727
3536703,44827,727
2514404,4083,727
4203006,73720,983
4311155,7184,1239
3530201,15917,1239
1701903,5927,2775
1508050,15242,11991
4114351,2770,216
2705606,10020,216
4315206,3747,216
3539004,10885,216
3152907,8406,216
2106201,7161,472
3542909,10989,472
3141009,12038,472
4126678,10707,472
3114600,4049,728
3139201,17516,728
2516201,67259,728
1706258,1470,984
1505494,6885,984
2105708,44403,1240
2902104,48294,1496
2929057,15194,1752
2921401,15734,1752
1503804,37707,2008
2103604,59566,2264
1720499,4422,2520
2302800,74174,3032
5107602,244911,4824
2933604,44757,5080
3142601,8340,217
2203305,16352,217
4101655,3527,217
3123528,7817,217
4305355,35012,217
4306353,2507,217
4322152,3681,217
4206702,21724,217
4321832,2760,217
3122405,5851,217
3530003,3126,217
1503408,10325,473
2912707,25344,473
2510808,103165,473
5208707,1437366,729
4301909,12225,729
3512100,6629,729
4323002,224112,1497
5107750,3679,1753
2904506,11765,2521
5218003,44317,4825
4313375,29024,218
3540309,2387,218
2513208,5947,218
3532801,6693,218
4120200,3182,218
4219606,3653,218
2505303,2292,218
2210375,2309,218
3130200,10830,218
3556800,17414,218
3517307,5512,218
3149101,10760,218
4309159,3304,218
2410306,10125,218
2513158,7670,218
5201801,11890,218
3200169,12042,474
3151701,16390,474
2303808,22344,730
2931053,17158,730
1710706,5172,730
2102150,9218,986
3113008,19548,1242
2108256,24320,1754
2931806,16296,2010
2921500,47780,3034
5106208,3932,3290
3534104,6085,219
3126307,3477,219
2203404,6320,219
4313425,3198,219
4126108,5232,219
3166501,3792,219
2611606,1488920,219
4124202,2493,219
2904704,14804,219
3532504,9699,219
2615003,24736,475
3500303,32072,475
2902054,11557,475
2922805,7780,475
4111902,15122,475
2507705,17007,475
3527900,2661,475
3550506,7217,731
3538006,165428,731
3156007,12641,987
2207355,3000,987
2925808,25988,2011
4109500,7430,2011
2201988,3904,2267
1200138,12917,3035
1501725,24718,6363
3141900,3741,220
3136900,11084,220
2409332,4847,220
4204707,10953,220
4305447,4597,220
3305158,22080,220
2616100,9169,476
2500700,17964,476
4114807,41851,476
2206696,9797,476
5212303,8745,476
3168408,14709,732
2105351,13828,1244
4104204,136327,1244
2601805,11232,1244
1300201,15314,76508
1303304,23818,41180
2409506,3618,221
3119401,104736,221
3169802,4935,221
2105948,8758,221
3148400,4389,221
2933174,9913,221
4119202,6566,221
4304002,4975,221
3137403,12769,477
4200705,10481,733
2109551,7420,733
3119104,23532,2525
2211209,25203,8413
2211605,2935,222
4316436,2575,222
5206305,3504,222
2904852,16559,222
3553609,11816,222
3534500,2470,222
3554409,7904,222
4115903,2238,222
1718808,4215,222
2200608,6827,222
2929107,20283,222
4314472,3805,478
3143708,3133,478
3162807,15315,478
2202174,7419,478
5005681,19193,478
3539202,25348,478
4316808,133230,734
2505105,19719,734
5222054,8768,734
2108900,17161,990
1710904,3577,1246
2106904,27751,1246
3146107,74821,1246
2612455,13841,1246
3126109,68248,1502
1100254,19327,1758
2907103,28869,2526
5003702,243367,4062
2926004,40586,4574
3108701,4260,223
3537503,8737,223
2928307,8716,223
2500577,2953,223
4215208,4823,223
3110400,2838,223
2203859,2333,223
4315354,3910,223
4313409,227646,223
2104909,10290,479
3304508,8954,479
4203501,9623,479
1507409,14894,479
3504107,158647,479
2901908,15922,479
5204904,18108,735
2900504,10604,735
4108403,96666,735
3204559,41636,735
2313203,24815,2015
1100056,15890,2783
2104081,10873,5087
2516805,9892,224
2602209,37629,224
4319307,5846,224
3513900,11158,224
2414100,10262,224
3155108,4639,480
2301000,80645,480
1712801,3095,736
2914406,23879,992
2305506,98064,992
3142700,14060,1504
4307104,6191,1760
3120904,80665,3296
1508126,37972,5088
2608701,14076,225
4124608,6587,225
2311108,17050,225
4303707,5882,225
3528007,16829,225
3515806,1487,225
4217105,3405,225
4214102,2301,225
3515129,3014,225
2204600,3518,225
3132305,10463,481
2209856,4242,481
2923506,10339,737
3502309,5674,737
2309300,30699,737
2509701,32277,993
1300144,20647,54241
1506203,44772,226
5212907,2758,226
4306429,2090,226
4120358,5737,226
2401859,6293,226
3516101,3851,226
4304101,3613,226
4126355,5007,482
4121505,14514,482
2804607,24996,482
5221502,4480,482
4211892,2215,738
2111763,14700,738
3536604,7400,738
2209906,6114,994
5006408,6941,3554
2502409,10252,227
2613305,20037,227
4126009,8063,227
2302909,17254,227
3120839,3983,227
2611903,20009,227
3544004,31328,227
2206100,10641,227
4119509,118730,227
2111672,4544,227
5206909,1902,483
2912004,10429,483
3538303,3264,483
1711803,2243,483
1501907,24383,995
2208809,17133,1251
3144003,27635,1251
2112209,174465,1763
1705607,3887,2531
2917359,9275,9955
3116407,4658,228
3154804,10261,228
3519501,6385,228
3200359,7434,228
2616308,26359,228
3529609,4572,228
2614709,13738,228
3140555,9112,228
3304524,156491,228
3105202,4741,484
2202737,4117,484
3509809,4888,484
2803203,34411,740
2927002,35362,740
2605608,20347,996
2926608,54010,1252
2112456,31638,1508
1716505,14055,2020
4104907,73075,2532
5107248,5374,3812
2801702,17100,229
3137601,75145,229
2508703,3583,229
4100103,7241,229
5209606,3354,229
3149952,6553,229
4314704,10406,229
3532058,4034,229
3528601,9871,229
3159506,5826,485
3510500,134873,485
2205409,13886,741
3148608,17446,997
3522703,39493,997
2311306,84168,2021
2110005,57635,4837
1300300,41564,7653
2304608,6734,230
4311908,4320,230
4115309,6371,230
2911204,32178,230
4207007,59035,230
3107901,12649,230
4304804,30420,230
4309605,18851,230
2410108,12390,230
1506906,6116,230
3522000,3618,230
3120102,4245,486
4319208,5118,486
4114708,5865,486
4122503,11251,742
2400802,11632,742
2307635,16896,998
3162252,4822,998
3131703,113343,1254
3529203,24881,1254
5215256,3716,1254
4104402,15244,1510
2101707,65589,3046
2202307,19365,4326
1505536,267836,6886
2912103,21665,231
2929404,10334,231
2408805,4801,231
3123304,4987,231
2611507,17928,231
4115200,409657,487
3113206,23812,487
2504074,3944,487
3167608,19750,487
2920908,13544,743
1713809,4872,743
2900405,14497,743
2107258,5021,743
3104809,4538,1255
1710508,6819,3047
5103403,650877,4327
1200708,18243,5351
3136306,46801,10727
3155306,5568,232
4200804,5943,232
3537701,5519,232
3553856,6876,232
3100807,4357,232
2708105,11323,232
4115002,7253,232
2500809,16646,232
2925600,15130,232
2303600,10243,488
3514403,45474,488
3544251,17440,744
3161007,17392,744
2105963,11411,744
4110706,59250,1000
3158508,7030,1256
5200175,4954,2024
2207405,4952,2024
4302808,32515,3048
2601409,40121,233
3136108,4329,233
3144201,2459,233
2600906,18205,233
3200706,10540,233
2516003,26774,233
3159902,17285,489
3106655,4201,489
3133204,11128,489
4317202,76963,489
2307601,59560,745
2110856,9051,745
3142908,20328,1001
3529906,18553,1001
3535507,41120,1001
3101003,14037,1257
4104428,14973,1513
2105922,10572,1513
2108603,84621,1513
2910701,61456,2025
2202901,27278,3049
5008305,132152,10217
1504802,60012,18153
4107702,4492,234
3154101,11007,234
4204400,10388,234
4201208,11224,234
4101853,2329,234
4217204,44330,234
2513943,2585,234
3531605,4222,234
1505007,12806,490
5107297,2875,490
3304003,27474,490
4114609,55836,746
3113404,87360,1258
2103703,31558,1258
3517406,39279,1258
2911303,10884,3818
1506807,331942,17898
4218806,13043,235
3157807,219132,235
3541802,3265,235
3134301,6638,235
4204608,214493,235
2606101,29347,235
4108452,4926,235
2708402,30604,491
2202653,5496,491
3537800,52970,747
3553401,25265,747
3301108,19390,747
1720655,5108,1259
3544400,2700,236
4101101,19878,236
4315552,2835,236
3135407,6197,236
2211407,4417,236
4304952,3000,236
4118907,11878,236
2707503,20082,236
3506359,64188,492
3115300,66261,492
2204204,8237,492
4305900,6144,492
3170651,4633,492
3100708,2108,492
4313904,43515,492
3503208,242228,1004
3130655,6346,1004
3523206,44438,1004
4311304,27659,1260
3541307,39505,1260
2110906,12064,2284
3161106,52762,3308
3153103,4850,237
2303907,12462,237
2806602,11092,237
4121257,4221,237
4321477,5129,237
1700301,4497,237
3139102,5191,493
4216206,52674,493
4201257,9811,493
5004007,10444,493
4101705,14485,493
2601904,61694,493
3541208,14490,749
3102803,11927,1005
2612554,12106,1005
2603926,12239,1005
2102903,24238,1261
5211602,2693,1261
3202108,21992,2285
2906824,16105,3565
1200328,9222,5357
5101001,3795,6381
5103304,18238,21485
2705101,23857,238
4200051,2598,238
3166204,10384,238
4312138,2553,238
4128401,10406,238
4320909,24557,238
4323200,2780,238
3516903,10312,494
4108908,6587,494
4104303,99432,750
2304004,20953,750
2203354,7054,1006
2110609,26943,1006
3144300,35038,1518
2925303,168326,2286
5007406,19818,8174
2918209,13629,239
3155207,5429,239
4315750,4473,239
2506202,2846,239
4309100,40134,239
4307054,3034,239
4314902,1332845,495
4103701,107208,495
2928604,56012,495
3104908,18366,751
5218904,19788,751
5202502,8300,3055
1302009,10162,4335
5108303,3838,4591
5006606,92017,5359
1600402,21924,13295
3508306,4299,240
2516607,14101,240
2412609,16786,240
3202454,25380,240
2506608,5631,240
3115359,5473,240
2611309,27552,240
2924603,19083,496
3133808,97669,496
4215802,83277,496
3531407,22280,496
4302709,19084,752
3505401,6876,1008
4304655,3119,1008
3111408,8466,1264
2932457,13642,1776
1506138,85597,3824
3152808,28342,4848
1300839,13469,9456
2909307,32457,11504
5210604,4904,241
4113601,4601,241
4121356,2618,241
3302254,30908,241
3531803,64662,241
3518404,118044,753
2614808,23902,1265
3550308,11451999,1521
2110807,4402,2033
2102325,55499,2545
3119302,28894,3313
2923209,20715,3313
1505635,12832,3313
1100122,124333,6897
1400175,18682,7665
2926103,13651,242
4300703,5957,242
2500106,9335,242
4209003,30146,242
3543907,201418,498
2918704,4075,498
3530805,92558,498
2414407,33035,754
3513702,31756,754
3547502,24833,754
2110039,24307,1010
2919900,7256,2546
5108501,12800,3058
5205109,114427,3826
1101104,8548,4082
3530300,63337,243
3534005,4771,243
4305454,17071,243
3172004,39160,243
4102802,14833,243
3104452,4719,243
3544509,3833,243
4107108,5142,243
2802601,5834,243
2201572,3423,243
2201556,4091,499
4203303,12501,499
2202554,5033,499
3553500,7996,755
2203271,5073,755
3145356,10275,755
4123501,25492,755
3541505,35201,755
5105200,11480,2291
1302207,10742,19443
2607109,4765,244
5210158,2919,244
3132909,10770,244
2310951,10606,244
2706802,15908,244
2200277,4634,244
3516853,4702,244
3506300,11607,244
4203907,23314,244
4111100,6111,244
2931103,7717,244
3124500,11502,244
3138708,5586,500
3123601,26336,500
3169505,5886,500
5200555,6072,500
4200903,5358,500
2303105,17632,756
2208874,4055,1012
3135605,6484,1268
5200803,8446,1268
5203104,3351,1780
4316907,271735,1780
4318804,41989,2036
1100072,7519,3060
2932002,24665,3060
2900900,5218,245
5218789,3864,245
4208450,30750,245
3555109,15854,245
4108957,7856,245
3131000,6239,245
2931400,7110,245
2516409,8010,245
3125101,53482,245
2109056,5954,245
3110608,29536,245
3540705,52649,245
2400901,6577,245
4312450,6046,245
4320263,6009,245
4214607,7747,245
2402204,29668,245
2110203,37035,757
4110102,29924,757
3200201,29177,757
2916302,9174,1013
5003751,11386,1013
2917334,11118,1525
2601102,85088,2037
1101450,4125,2549
1507300,65418,84213
3110707,12313,246
2513901,32235,246
2402402,7992,246
3103900,9199,246
3542701,6404,246
4207700,7816,246
4311601,4781,246
5203962,3145,246
3525102,45282,502
2803005,40678,502
3521903,16989,502
2308351,14123,502
2100550,7170,502
4214508,6452,502
4109658,4941,502
2804508,41212,758
3149150,10433,1526
3101706,40364,2294
4318200,21893,3318
1707009,17739,3318
5220454,155635,247
3534203,6024,247
4108007,11446,247
2401404,8825,247
3512506,5400,247
3145802,2969,247
2501005,17189,247
4304309,6294,247
3147808,2233,247
4206900,19862,247
2101939,5840,247
4112751,10506,247
4314779,3296,503
3159209,8460,503
2313351,17154,759
3105608,125317,759
2908408,67825,1015
1400605,7315,1527
2210003,21421,1527
3152006,31047,2551
5107743,2661,5623
5003306,32151,6391
5107941,9818,8439
1502509,20757,12535
2806206,20279,248
3528106,7481,248
3304904,896744,248
2505907,3011,248
2311603,27214,248
3556602,10176,248
2704005,23907,248
3534609,31272,248
3107208,5348,504
4302238,2271,504
4205803,18545,504
2410405,9362,504
4316600,16399,504
4115457,4504,504
3160306,10327,504
4113908,13428,760
2911709,87817,1272
2205532,4425,1272
5007950,10808,1784
1504950,20478,2808
1500206,59023,4344
4316402,36630,4344
3149705,12268,249
3507001,61081,249
4128658,3811,249
3541901,9159,249
3538808,29436,505
2106375,13761,761
5103452,7014,1273
2101806,5469,1785
5205513,25016,1785
2902500,13614,3321
2309607,70983,250
3117603,5415,250
2412005,115838,250
3305133,7070,250
3503406,8130,506
1707405,7530,506
4126504,15930,506
3111150,3714,506
4127858,11135,506
4300638,5310,506
3113909,11547,506
2602605,48648,762
2210904,4141,762
1720853,1577,1018
5203302,34445,1274
2901403,13732,1530
2205102,10323,2554
4301602,117938,4090
2906006,71377,7162
1600501,27482,23034
4321667,10962,251
3532108,3737,251
4315008,4360,251
4125902,2661,251
4124004,5514,251
2706505,13804,251
1718006,2866,507
2606408,86516,507
3127073,4647,763
3154002,23423,763
2309458,24493,763
3535804,19395,1019
1500503,34280,72955
5104609,12236,8699
5100250,58613,8955
3518909,4246,252
3550803,10441,252
3155801,17443,252
4320552,5863,252
3555604,10394,252
5204557,4507,252
2507200,10499,252
4316204,4991,252
3141108,37618,252
2906501,72382,252
2612307,13836,252
4316451,10203,508
3522802,14085,508
2403806,10196,508
4323457,3863,508
2922003,37977,1788
3132008,4252,1788
5212204,19620,4092
1503002,8728,11772
3116209,2800,253
2408508,4913,253
3501806,5870,253
2614501,64120,253
4207106,17046,253
3508900,3712,253
3548609,11674,253
3547007,5243,253
2208502,12052,253
4304408,48946,253
1703800,10307,253
5219001,7918,509
2929800,10478,509
2704302,957916,509
4212205,19150,765
4218905,10834,1021
3522307,157790,1789
5217203,11712,2045
5106851,3224,2045
2311405,82177,3325
5002209,23659,5373
3170404,86619,8445
5107800,15246,9469
5105580,11396,12285
3302304,7336,254
2401651,2306,254
2405504,2437,254
3117405,4409,254
4322327,3419,254
4111209,12344,254
2514651,1699,254
4306767,39559,510
2205250,4180,510
2932705,21420,510
4308805,7612,510
2407104,82249,510
4320677,8578,510
3101508,30717,510
3104205,41416,510
2902906,36539,766
2931004,21006,1278
2100907,39052,1790
1703008,7880,1790
5007554,7027,6142
5103379,11011,9470
1304302,18631,27902
3526308,5083,255
4119103,13655,255
3502903,32443,255
4219002,20919,255
2706422,10573,255
4313334,2163,255
4202438,3515,511
2905156,11266,767
5207600,5877,1279
2915809,24394,1535
2614006,18207,1535
5217609,105031,2559
2105427,22513,3583
1200351,17093,8191
